Original_473,Original_269,Zero,Maçã-Verde,Tangerina,Citrus,Açaí-Guaraná,Pêssego,Açaí-Guaraná_prev,Citrus_prev,Maçã-Verde_prev,Original_269_prev,Original_473_prev,Pêssego_prev,Tangerina_prev,Zero_prev,MIN,Estação_Ana Rosa,Estação_Barra Funda,Estação_Brigadeiro,Estação_Brooklin,Estação_Brás,Estação_Butantã,Estação_Campo Belo,Estação_Consolação,Estação_Eucaliptos,Estação_Faria Lima,Estação_Fradique Coutinho,Estação_Higienópolis-Mackenzie,Estação_Hospital São Paulo,Estação_Luz,Estação_Moema,Estação_Paraíso,Estação_Pinheiros,Estação_República,Estação_São Joaquim,Estação_São Judas,Estação_Sé,Estação_Tamanduateí,Estação_Tatuapé,Estação_Trianon-Masp,Estação_Vila Mariana,TARGET
63,28,3,15,11,24,39,35,35.0,18.0,15.0,19.0,53.0,29.0,9.0,-5.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,REABASTECER
52,22,65,15,5,23,33,33,27.0,22.0,15.0,16.0,41.0,31.0,-1.0,127.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,REABASTECER
39,17,58,11,43,23,27,28,21.0,23.0,7.0,12.0,26.0,23.0,81.0,51.0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NORMAL
29,7,48,11,38,20,22,26,17.0,17.0,11.0,-3.0,19.0,24.0,33.0,38.0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,REABASTECER
22,65,39,8,33,18,19,24,16.0,16.0,5.0,123.0,15.0,22.0,28.0,30.0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NORMAL
14,61,32,6,31,16,14,19,9.0,14.0,4.0,57.0,6.0,14.0,29.0,25.0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,REABASTECER
3,54,26,43,26,10,10,16,6.0,4.0,80.0,47.0,-8.0,13.0,21.0,20.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,REABASTECER
86,46,21,37,24,9,5,14,0.0,8.0,31.0,38.0,169.0,12.0,22.0,16.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,REABASTECER
74,37,13,36,22,4,43,12,81.0,-1.0,35.0,28.0,62.0,10.0,20.0,5.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,REABASTECER
66,29,3,30,17,43,37,10,31.0,82.0,24.0,21.0,58.0,8.0,12.0,-7.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,REABASTECER
58,19,65,27,14,39,31,8,25.0,35.0,24.0,9.0,50.0,6.0,11.0,127.0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NORMAL
47,16,60,27,9,34,28,6,25.0,29.0,27.0,13.0,36.0,4.0,4.0,55.0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,REABASTECER
39,9,56,26,4,28,24,43,20.0,22.0,25.0,2.0,31.0,80.0,-1.0,52.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,REABASTECER
31,65,50,26,43,28,20,37,16.0,28.0,26.0,121.0,23.0,31.0,82.0,44.0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NORMAL
86,65,65,43,43,43,43,43,43.0,43.0,43.0,65.0,86.0,43.0,43.0,65.0,43,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NORMAL
73,58,61,42,40,40,40,38,37.0,37.0,41.0,51.0,60.0,33.0,37.0,57.0,38,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NORMAL
62,53,54,38,37,37,38,35,36.0,34.0,34.0,48.0,51.0,32.0,34.0,47.0,35,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NORMAL
52,50,50,33,33,33,32,32,26.0,29.0,28.0,47.0,42.0,29.0,29.0,46.0,32,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NORMAL
44,45,46,32,30,29,30,29,28.0,25.0,31.0,40.0,36.0,26.0,27.0,42.0,29,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NORMAL
34,43,37,30,26,27,24,24,18.0,25.0,28.0,41.0,24.0,19.0,22.0,28.0,24,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NORMAL
26,34,28,26,22,21,20,18,16.0,15.0,22.0,25.0,18.0,12.0,18.0,19.0,18,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NORMAL
14,27,18,20,19,19,17,16,14.0,17.0,14.0,20.0,2.0,14.0,16.0,8.0,14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NORMAL
6,17,13,15,15,13,15,12,13.0,7.0,10.0,7.0,-2.0,8.0,11.0,8.0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,REABASTECER
86,8,5,14,9,11,9,8,3.0,9.0,13.0,-1.0,166.0,4.0,3.0,-3.0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,REABASTECER
75,65,65,13,7,5,6,2,3.0,-1.0,12.0,122.0,64.0,-4.0,5.0,125.0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,REABASTECER
68,61,58,13,4,43,43,43,80.0,81.0,13.0,57.0,61.0,84.0,1.0,51.0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,REABASTECER
60,55,48,7,43,42,41,39,39.0,41.0,1.0,49.0,52.0,35.0,82.0,38.0,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NORMAL
50,49,41,7,39,37,39,36,37.0,32.0,7.0,43.0,40.0,33.0,35.0,34.0,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NORMAL
38,47,33,1,36,31,33,33,27.0,25.0,-5.0,45.0,26.0,30.0,33.0,25.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,REABASTECER
31,42,28,43,32,25,30,29,27.0,19.0,85.0,37.0,24.0,25.0,28.0,23.0,25,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NORMAL
21,35,24,43,27,23,25,26,20.0,21.0,43.0,28.0,11.0,23.0,22.0,20.0,21,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NORMAL
11,27,18,39,21,22,21,20,17.0,21.0,35.0,19.0,1.0,14.0,15.0,12.0,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,REABASTECER
86,22,9,37,15,19,18,18,15.0,16.0,35.0,17.0,161.0,16.0,9.0,0.0,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,REABASTECER
77,17,65,34,11,17,13,15,8.0,15.0,31.0,12.0,68.0,12.0,7.0,121.0,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NORMAL
66,14,55,33,7,13,11,9,9.0,9.0,32.0,11.0,55.0,3.0,3.0,45.0,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NORMAL
56,6,48,28,2,12,7,5,3.0,11.0,23.0,-2.0,46.0,1.0,-3.0,41.0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,REABASTECER
44,65,43,28,43,7,1,43,-5.0,2.0,28.0,124.0,32.0,81.0,84.0,38.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,REABASTECER
32,55,37,22,40,6,43,38,85.0,5.0,16.0,45.0,20.0,33.0,37.0,31.0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,REABASTECER
25,50,29,18,38,43,37,32,31.0,80.0,14.0,45.0,18.0,26.0,36.0,21.0,18,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NORMAL
18,42,25,16,36,37,33,26,29.0,31.0,14.0,34.0,11.0,20.0,34.0,21.0,16,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NORMAL
5,37,19,16,31,33,30,21,27.0,29.0,16.0,32.0,-8.0,16.0,26.0,13.0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,REABASTECER
86,28,9,10,25,29,24,19,18.0,25.0,4.0,19.0,167.0,17.0,19.0,-1.0,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,REABASTECER
74,18,65,6,22,23,20,14,16.0,17.0,2.0,8.0,62.0,9.0,19.0,121.0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,REABASTECER
63,12,60,43,16,19,18,10,16.0,15.0,80.0,6.0,52.0,6.0,10.0,55.0,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NORMAL
52,9,54,38,12,16,16,6,15.0,14.5,35.5,7.5,46.5,4.0,10.0,51.0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,REABASTECER
45,65,47,32,8,11,11,43,6.0,6.0,26.0,121.0,38.0,80.0,4.0,40.0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NORMAL
36,56,43,26,4,5,7,40,3.0,-1.0,20.0,47.0,27.0,37.0,0.0,39.0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,REABASTECER
23,53,33,20,43,43,1,38,-5.0,81.0,14.0,50.0,10.0,36.0,82.0,23.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,REABASTECER
10,46,29,17,38,37,43,33,85.0,31.0,14.0,39.0,-3.0,28.0,33.0,25.0,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,REABASTECER
86,44,19,17,36,32,40,31,37.0,27.0,17.0,42.0,162.0,29.0,34.0,9.0,17,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NORMAL
76,41,14,17,31,32,34,26,28.0,32.0,17.0,38.0,66.0,21.0,26.0,9.0,14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NORMAL
65,35,5,16,26,29,29,24,24.0,26.0,15.0,29.0,54.0,22.0,21.0,-4.0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,REABASTECER
55,32,65,12,21,27,26,22,23.0,25.0,8.0,29.0,45.0,20.0,16.0,125.0,12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NORMAL
42,30,60,10,18,23,20,20,14.0,19.0,8.0,28.0,29.0,18.0,15.0,55.0,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NORMAL
30,27,56,5,14,20,14,15,8.0,17.0,0.0,24.0,18.0,10.0,10.0,52.0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,REABASTECER
23,23,51,43,10,18,9,12,4.0,16.0,81.0,19.0,16.0,9.0,6.0,46.0,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NORMAL
14,15,47,38,7,18,5,10,1.0,18.0,33.0,7.0,5.0,8.0,4.0,43.0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,REABASTECER
6,10,38,33,5,18,43,8,81.0,18.0,28.0,5.0,-2.0,6.0,3.0,29.0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,REABASTECER
86,2,28,33,43,15,41,3,39.0,12.0,33.0,-6.0,166.0,-2.0,81.0,18.0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,REABASTECER
74,65,22,30,38,11,39,43,37.0,7.0,27.0,128.0,62.0,83.0,33.0,16.0,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NORMAL
64,59,17,26,32,11,34,37,29.0,11.0,22.0,53.0,54.0,31.0,26.0,12.0,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NORMAL
52,56,7,20,30,7,28,34,22.0,3.0,14.0,53.0,40.0,31.0,28.0,-3.0,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,REABASTECER
45,52,65,15,24,6,23,28,18.0,5.0,10.0,48.0,38.0,22.0,18.0,123.0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,REABASTECER
37,50,56,13,18,43,20,24,17.0,80.0,11.0,48.0,29.0,20.0,12.0,47.0,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NORMAL
30,41,51,12,14,40,14,22,8.0,37.0,11.0,32.0,23.0,20.0,10.0,46.0,12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NORMAL
17,39,46,6,11,40,12,16,10.0,40.0,0.0,37.0,4.0,10.0,8.0,41.0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,REABASTECER
5,31,42,43,5,37,8,12,4.0,34.0,80.0,23.0,-7.0,8.0,-1.0,38.0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,REABASTECER
86,28,33,43,43,37,4,8,0.0,37.0,43.0,25.0,167.0,4.0,81.0,24.0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,REABASTECER
79,24,26,43,37,35,43,5,82.0,33.0,43.0,20.0,72.0,2.0,31.0,19.0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,REABASTECER
71,22,17,37,34,33,41,43,39.0,31.0,31.0,20.0,63.0,81.0,31.0,8.0,17,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NORMAL
61,12,11,31,28,31,36,37,31.0,29.0,25.0,2.0,51.0,31.0,22.0,5.0,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NORMAL
48,10,7,31,23,31,31,31,26.0,31.0,31.0,8.0,35.0,25.0,18.0,3.0,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,REABASTECER
40,6,65,31,20,31,29,26,27.0,31.0,31.0,2.0,32.0,21.0,17.0,123.0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,REABASTECER
28,65,57,30,16,27,26,20,23.0,23.0,29.0,124.0,16.0,14.0,12.0,49.0,16,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NORMAL
16,55,48,26,11,25,21,14,16.0,23.0,22.0,45.0,4.0,8.0,6.0,39.0,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NORMAL
8,51,41,26,8,24,15,12,9.0,23.0,26.0,47.0,0.0,10.0,5.0,34.0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NORMAL
86,42,37,24,3,23,12,9,9.0,22.0,22.0,33.0,164.0,6.0,-2.0,33.0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,REABASTECER
74,33,28,18,43,23,6,7,0.0,23.0,12.0,24.0,62.0,5.0,83.0,19.0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,REABASTECER
67,25,24,15,39,18,43,3,80.0,13.0,12.0,17.0,60.0,-1.0,35.0,20.0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,REABASTECER
60,21,19,14,33,14,41,43,39.0,10.0,13.0,17.0,53.0,83.0,27.0,14.0,14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NORMAL
52,15,11,9,31,9,39,37,37.0,4.0,4.0,9.0,44.0,31.0,29.0,3.0,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NORMAL
39,12,7,5,29,5,35,35,31.0,1.0,1.0,9.0,26.0,33.0,27.0,3.0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,REABASTECER
32,6,65,43,26,43,29,31,23.0,81.0,81.0,0.0,25.0,27.0,23.0,123.0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,REABASTECER
23,65,58,40,20,43,23,27,17.0,43.0,37.0,124.0,14.0,23.0,14.0,51.0,20,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NORMAL
14,57,49,35,16,43,20,23,17.0,43.0,30.0,49.0,5.0,19.0,12.0,40.0,14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NORMAL
1,51,42,35,14,37,15,19,10.0,31.0,35.0,45.0,-12.0,15.0,12.0,35.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,REABASTECER
86,48,35,35,8,33,11,17,7.0,29.0,35.0,45.0,171.0,15.0,2.0,28.0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NORMAL
79,41,27,29,6,30,6,14,1.0,27.0,23.0,34.0,72.0,11.0,4.0,19.0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,REABASTECER
70,35,18,26,43,26,43,11,80.0,22.0,23.0,29.0,61.0,8.0,80.0,9.0,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NORMAL
58,27,8,25,38,23,41,6,39.0,20.0,24.0,19.0,46.0,1.0,33.0,-2.0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,REABASTECER
50,18,65,25,36,17,37,43,33.0,11.0,25.0,9.0,42.0,80.0,34.0,122.0,17,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NORMAL
41,10,59,25,30,13,35,37,33.0,9.0,25.0,2.0,32.0,31.0,24.0,53.0,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NORMAL
29,2,50,19,28,7,30,33,25.0,1.0,13.0,-6.0,17.0,29.0,26.0,41.0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,REABASTECER
16,65,42,14,23,7,27,29,24.0,7.0,9.0,128.0,3.0,25.0,18.0,34.0,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NORMAL
4,56,34,9,21,2,23,27,19.0,-3.0,4.0,47.0,-8.0,25.0,19.0,26.0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,REABASTECER
86,54,26,7,19,43,19,23,15.0,84.0,5.0,52.0,168.0,19.0,17.0,18.0,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NORMAL
73,49,20,5,16,43,15,18,11.0,43.0,3.0,44.0,60.0,13.0,13.0,14.0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,REABASTECER
63,45,12,43,12,39,9,13,3.0,35.0,81.0,41.0,53.0,8.0,8.0,4.0,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NORMAL
54,39,4,37,7,33,4,8,-1.0,27.0,31.0,33.0,45.0,3.0,2.0,-4.0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,REABASTECER
47,32,65,31,4,32,43,6,82.0,31.0,25.0,25.0,40.0,4.0,1.0,126.0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,REABASTECER
34,27,56,26,43,32,41,43,39.0,32.0,21.0,22.0,21.0,80.0,82.0,47.0,26,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NORMAL
27,22,49,22,40,32,38,41,35.0,32.0,18.0,17.0,20.0,39.0,37.0,42.0,22,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NORMAL
16,20,42,22,34,26,34,35,30.0,20.0,22.0,18.0,5.0,29.0,28.0,35.0,16,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NORMAL
8,17,37,21,29,25,31,32,28.0,24.0,20.0,14.0,0.0,29.0,24.0,32.0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NORMAL
86,11,32,18,24,19,26,27,23.5,16.0,16.5,8.0,125.0,24.5,21.5,29.5,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NORMAL
79,6,23,17,22,16,21,22,16.0,13.0,16.0,1.0,72.0,17.0,20.0,14.0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,REABASTECER
72,65,13,12,16,13,15,19,9.0,10.0,7.0,124.0,65.0,16.0,10.0,3.0,12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NORMAL
61,56,6,12,12,7,10,16,5.0,1.0,12.0,47.0,50.0,13.0,8.0,-1.0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,REABASTECER
53,52,65,7,7,6,7,13,4.0,5.0,2.0,48.0,45.0,10.0,2.0,124.0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,REABASTECER
41,49,61,3,4,43,2,11,-3.0,80.0,-1.0,46.0,29.0,9.0,1.0,57.0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,REABASTECER
33,41,54,43,43,37,43,7,84.0,31.0,83.0,33.0,25.0,3.0,82.0,47.0,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NORMAL
23,33,48,39,37,35,38,1,33.0,33.0,35.0,25.0,13.0,-5.0,31.0,42.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,REABASTECER
10,26,41,38,31,35,34,43,30.0,35.0,37.0,19.0,-3.0,85.0,25.0,34.0,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NORMAL
86,19,33,34,25,32,32,37,30.0,29.0,30.0,12.0,162.0,31.0,19.0,25.0,19,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NORMAL
79,9,24,32,20,27,29,31,26.0,22.0,30.0,-1.0,72.0,25.0,15.0,15.0,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,REABASTECER
66,65,18,31,14,22,25,29,21.0,17.0,30.0,121.0,53.0,27.0,8.0,12.0,14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NORMAL
54,57,10,31,11,18,23,23,21.0,14.0,31.0,49.0,42.0,17.0,8.0,2.0,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NORMAL
47,47,0,30,9,13,18,17,13.0,8.0,29.0,37.0,40.0,11.0,7.0,-10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,REABASTECER
35,45,65,28,7,9,13,11,8.0,5.0,26.0,43.0,23.0,5.0,5.0,130.0,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NORMAL
28,37,59,23,2,8,11,9,9.0,7.0,18.0,29.0,21.0,7.0,-3.0,53.0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,REABASTECER
16,35,51,23,43,4,7,7,3.0,0.0,23.0,33.0,4.0,5.0,84.0,43.0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,REABASTECER
8,25,45,20,41,43,3,1,-1.0,82.0,17.0,15.0,0.0,-5.0,39.0,39.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,REABASTECER
86,23,40,17,39,37,43,43,83.0,31.0,14.0,21.0,164.0,85.0,37.0,35.0,17,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NORMAL
74,15,36,17,35,32,40,39,37.0,27.0,17.0,7.0,62.0,35.0,31.0,32.0,15,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NORMAL
65,10,29,16,29,31,35,34,30.0,30.0,15.0,5.0,56.0,29.0,23.0,22.0,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NORMAL
57,3,24,11,24,30,32,29,29.0,29.0,6.0,-4.0,49.0,24.0,19.0,19.0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,REABASTECER
45,65,18,5,22,30,28,24,24.0,30.0,-1.0,127.0,33.0,19.0,20.0,12.0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,REABASTECER
