Açaí-Guaraná,Citrus,Estação,LAT,LONG,Maçã-Verde,Movimentação,Original_269,Original_473,Pêssego,TARGET,Tangerina,Tempo,Zero,row
17,30,Higienópolis-Mackenzie,-23.5488,-46.6519,12,90549,55,26,5,NORMAL,14,2019-06-21,29,7731
32,30,Higienópolis-Mackenzie,-23.5488,-46.6519,30,90994,13,4,16,NORMAL,7,2019-09-20,35,7820
13,43,República,-23.5436,-46.6434,34,108621,40,76,26,REABASTECER,31,2019-08-20,1,7070
20,23,Tamanduateí,-23.5929,-46.5897,16,50923,32,21,25,NORMAL,43,2018-08-20,50,3110
37,6,República,-23.5436,-46.6434,25,110891,15,52,34,REABASTECER,8,2019-12-04,13,7174
39,12,Tamanduateí,-23.5929,-46.5897,4,51997,56,8,25,REABASTECER,6,2019-11-28,15,3568
17,21,Higienópolis-Mackenzie,-23.5488,-46.6519,25,92206,55,50,5,REABASTECER,8,2019-06-01,39,7711
12,5,Faria Lima,-23.5675,-46.6929,38,53840,25,74,7,REABASTECER,35,2019-12-08,37,8618
20,11,Sé,-23.55,-46.6333,40,192840,22,43,8,NORMAL,8,2018-09-23,56,3863
28,12,Faria Lima,-23.5675,-46.6929,42,52882,36,55,31,NORMAL,7,2018-06-15,23,8085
16,14,Pinheiros,-23.5664,-46.703,27,77812,41,18,27,NORMAL,18,2018-10-10,23,8920
43,41,Sé,-23.55,-46.6333,7,194301,31,58,15,NORMAL,43,2019-11-14,49,4274
22,33,Pinheiros,-23.5664,-46.703,31,79955,52,18,14,NORMAL,21,2019-05-11,45,9131
16,11,Faria Lima,-23.5675,-46.6929,13,54256,35,39,6,NORMAL,32,2019-03-25,36,8365
38,4,Brás,-23.5451,-46.6162,34,73529,52,75,41,REABASTECER,14,2018-04-06,65,4416
17,41,Brás,-23.5451,-46.6162,43,70611,24,67,20,NORMAL,43,2018-10-23,8,4613
34,17,Brás,-23.5451,-46.6162,28,71971,62,86,39,NORMAL,16,2018-10-29,25,4619
10,43,Brás,-23.5451,-46.6162,22,73828,32,59,28,NORMAL,7,2019-08-30,47,4920
38,15,Pinheiros,-23.5664,-46.703,37,78048,51,74,12,NORMAL,15,2018-12-14,16,8984
14,32,Brás,-23.5451,-46.6162,6,71397,32,13,36,REABASTECER,22,2019-11-03,3,4983
38,31,Butantã,-23.5844,-46.7252,37,66414,3,79,18,REABASTECER,4,2019-08-06,57,9936
38,18,Pinheiros,-23.5664,-46.703,11,79471,9,78,12,REABASTECER,43,2019-12-13,12,9343
25,38,Fradique Coutinho,-23.5661,-46.6841,21,35214,34,62,37,NORMAL,25,2018-02-18,65,10128
15,28,Paraíso,-23.57677,-46.63933,12,71722,36,74,39,NORMAL,23,2018-10-29,39,299
17,38,Campo Belo,-23.6188,-46.6823,20,23894,19,65,12,NORMAL,8,2018-01-20,15,15140
23,18,Paraíso,-23.57677,-46.63933,43,72766,38,45,3,REABASTECER,11,2019-03-07,24,427
37,41,Paraíso,-23.57677,-46.63933,40,73912,59,86,37,NORMAL,14,2018-02-07,11,37
7,31,Paraíso,-23.57677,-46.63933,28,73283,55,46,30,NORMAL,28,2019-08-27,30,597
36,38,Brigadeiro,-23.5683,-46.6482,35,49433,57,67,35,NORMAL,35,2018-01-03,50,723
29,22,Paraíso,-23.57677,-46.63933,15,73929,36,27,4,NORMAL,7,2018-07-30,54,210
11,6,Campo Belo,-23.6188,-46.6823,43,25663,57,35,37,NORMAL,26,2019-03-04,52,15544
33,43,Paraíso,-23.57677,-46.63933,23,70565,46,75,43,NORMAL,43,2019-01-01,65,361
30,34,Paraíso,-23.57677,-46.63933,5,70770,25,77,16,NORMAL,7,2019-07-08,29,548
14,37,Paraíso,-23.57677,-46.63933,32,72002,9,60,37,NORMAL,37,2019-08-25,44,595
28,18,Paraíso,-23.57677,-46.63933,13,72123,46,76,12,NORMAL,29,2019-12-08,27,698
9,5,Brigadeiro,-23.5683,-46.6482,20,48608,65,48,26,REABASTECER,32,2019-10-23,22,1373
43,27,Eucaliptos,-23.61,-46.6686,23,22405,25,14,6,NORMAL,29,2018-08-15,45,16065
19,39,Brigadeiro,-23.5683,-46.6482,15,49040,65,66,2,REABASTECER,11,2019-08-02,51,1292
25,8,Moema,-23.5489,-46.6388,21,18182,55,32,8,NORMAL,24,2018-11-13,16,16873
35,15,Consolação,-23.5581,-46.6606,14,112665,29,10,31,REABASTECER,10,2018-07-02,40,2342
37,32,Consolação,-23.5581,-46.6606,21,111788,15,62,22,NORMAL,19,2018-09-18,33,2418
36,37,Consolação,-23.5581,-46.6606,17,113009,48,55,30,NORMAL,25,2018-11-01,11,2461
39,28,Consolação,-23.5581,-46.6606,14,112470,54,32,38,NORMAL,16,2019-02-05,36,2555
17,43,Paraíso,-23.57677,-46.63933,13,74021,32,77,43,NORMAL,9,2019-02-16,38,406
20,43,Consolação,-23.5581,-46.6606,41,112228,30,62,11,REABASTECER,34,2018-05-22,6,2302
31,21,Paraíso,-23.57677,-46.63933,17,70947,45,62,35,NORMAL,35,2019-11-05,55,665
43,13,Tamanduateí,-23.5929,-46.5897,10,51554,34,18,6,NORMAL,11,2019-03-04,60,3304
22,32,Tamanduateí,-23.5929,-46.5897,33,52361,42,78,31,NORMAL,15,2019-05-25,65,3385
43,28,Brigadeiro,-23.5683,-46.6482,8,48786,26,49,36,NORMAL,18,2019-02-13,56,1123
8,34,Tamanduateí,-23.5929,-46.5897,37,53086,32,5,4,NORMAL,43,2018-12-17,65,3227
43,15,Brigadeiro,-23.5683,-46.6482,33,48296,42,16,21,NORMAL,17,2019-09-22,49,1342
43,21,Vila Mariana,-23.5895,-46.6346,15,23779,16,70,39,NORMAL,38,2019-11-26,14,14366
30,27,Vila Mariana,-23.5895,-46.6346,36,21994,62,64,37,NORMAL,28,2018-05-09,19,13809
32,23,Vila Mariana,-23.5895,-46.6346,8,22275,54,7,27,REABASTECER,27,2018-07-01,6,13861
6,41,Vila Mariana,-23.5895,-46.6346,31,23378,37,78,7,REABASTECER,8,2019-12-04,35,14374
22,13,Ana Rosa,-23.5813,-46.6383,14,67375,56,26,36,NORMAL,34,2018-01-25,26,11545
25,12,Campo Belo,-23.6188,-46.6823,11,25853,24,86,39,NORMAL,12,2019-07-30,41,15690
38,26,Brooklin,-23.6263,-46.6878,28,28565,14,86,40,NORMAL,14,2019-10-17,65,15047
35,19,Campo Belo,-23.6188,-46.6823,10,25420,20,30,14,NORMAL,18,2018-03-25,25,15205
2,43,Campo Belo,-23.6188,-46.6823,32,26769,39,43,28,NORMAL,31,2018-04-03,29,15213
6,43,Eucaliptos,-23.61,-46.6686,22,24717,65,29,20,NORMAL,37,2018-07-02,28,16022
22,34,Eucaliptos,-23.61,-46.6686,43,21802,43,73,19,NORMAL,38,2018-09-23,31,16103
12,30,Campo Belo,-23.6188,-46.6823,31,26583,56,19,22,NORMAL,31,2019-12-14,28,15824
14,34,São Joaquim,-23.5618,-46.6389,28,33407,65,86,43,NORMAL,12,2019-04-12,39,12702
8,43,Eucaliptos,-23.61,-46.6686,40,24452,22,16,8,NORMAL,31,2018-08-24,45,16074
20,38,Eucaliptos,-23.61,-46.6686,20,22251,52,86,10,NORMAL,35,2019-06-06,65,16356
17,26,São Judas,-23.6255,-46.6411,9,14952,47,8,28,NORMAL,27,2019-02-22,65,13372
10,12,Moema,-23.5489,-46.6388,24,20405,9,79,23,NORMAL,3,2018-01-20,6,16580
11,32,São Judas,-23.6255,-46.6411,19,14114,50,4,3,REABASTECER,18,2019-04-25,7,13435
8,18,Moema,-23.5489,-46.6388,11,18809,2,28,32,REABASTECER,19,2018-06-15,65,16725
21,15,Moema,-23.5489,-46.6388,13,16966,56,12,27,NORMAL,26,2018-08-27,61,16797
18,22,Paraíso,-23.57677,-46.63933,19,72124,11,76,38,NORMAL,37,2019-08-14,44,584
6,37,Hospital São Paulo,-23.5984,-46.6455,42,27080,35,31,30,NORMAL,37,2019-11-14,34,16970
43,29,Paraíso,-23.57677,-46.63933,43,70268,65,86,38,NORMAL,28,2019-09-30,49,630
32,18,Tamanduateí,-23.5929,-46.5897,38,52634,19,57,4,REABASTECER,5,2018-04-06,65,2976
43,14,Brás,-23.5451,-46.6162,39,71684,65,52,5,NORMAL,9,2018-11-29,26,4649
33,16,Tamanduateí,-23.5929,-46.5897,22,52232,65,18,34,NORMAL,17,2019-10-14,56,3524
17,18,Barra Funda,-23.5542,-46.6707,39,147843,24,66,12,REABASTECER,6,2018-01-20,9,5060
38,31,Barra Funda,-23.5542,-46.6707,34,148271,27,54,43,NORMAL,36,2018-03-04,22,5104
14,43,Sé,-23.55,-46.6333,7,193215,12,26,27,NORMAL,40,2018-08-11,38,3821
9,33,Barra Funda,-23.5542,-46.6707,11,150321,40,42,37,NORMAL,37,2018-10-28,65,5338
15,27,Barra Funda,-23.5542,-46.6707,43,147834,40,66,18,REABASTECER,8,2019-02-20,7,5450
8,16,Sé,-23.55,-46.6333,14,192857,11,10,20,NORMAL,21,2019-08-29,59,4199
26,4,Tatuapé,-23.5402,-46.5765,40,67178,12,15,27,NORMAL,17,2019-01-14,53,6134
21,25,Sé,-23.55,-46.6333,38,195141,65,21,19,NORMAL,4,2019-10-09,42,4239
8,29,Barra Funda,-23.5542,-46.6707,13,150382,51,74,26,REABASTECER,20,2019-12-02,9,5732
26,36,Tatuapé,-23.5402,-46.5765,27,69392,50,37,36,NORMAL,25,2018-02-27,61,5817
32,12,Tatuapé,-23.5402,-46.5765,32,69363,54,26,33,NORMAL,43,2018-03-07,48,5827
37,4,Tatuapé,-23.5402,-46.5765,34,70731,7,13,10,REABASTECER,10,2018-04-24,54,5874
36,35,República,-23.5436,-46.6434,39,107228,49,75,19,NORMAL,13,2018-08-02,3,6692
8,24,Brás,-23.5451,-46.6162,21,74204,26,10,36,NORMAL,35,2019-03-10,53,4750
25,17,República,-23.5436,-46.6434,43,109369,19,35,34,NORMAL,28,2019-03-11,65,6911
41,21,Barra Funda,-23.5542,-46.6707,43,150673,19,15,27,NORMAL,24,2018-11-01,46,5341
22,43,República,-23.5436,-46.6434,27,108050,65,48,36,NORMAL,20,2019-04-14,28,6944
37,43,Higienópolis-Mackenzie,-23.5488,-46.6519,8,91577,38,18,31,NORMAL,39,2018-09-18,2,7458
23,9,Higienópolis-Mackenzie,-23.5488,-46.6519,18,91933,16,7,21,REABASTECER,23,2018-10-24,3,7494
21,35,Barra Funda,-23.5542,-46.6707,15,147807,55,5,15,NORMAL,6,2019-07-30,65,5610
28,38,Faria Lima,-23.5675,-46.6929,31,52255,33,86,25,NORMAL,41,2018-05-24,42,8064
43,26,Brigadeiro,-23.5683,-46.6482,36,48620,24,68,5,NORMAL,6,2018-08-24,51,954
43,15,Brigadeiro,-23.5683,-46.6482,20,48526,34,11,8,NORMAL,36,2018-09-26,32,986
36,7,Trianon-Masp,-23.5634,-46.6544,10,43908,29,86,13,NORMAL,43,2018-10-30,18,1740
19,35,Brooklin,-23.6263,-46.6878,26,29376,57,64,17,NORMAL,28,2019-06-17,61,14927
33,27,Consolação,-23.5581,-46.6606,39,114603,14,86,31,NORMAL,17,2018-03-02,32,2222
22,25,Trianon-Masp,-23.5634,-46.6544,29,45280,55,73,16,NORMAL,36,2019-12-04,41,2134
37,28,Eucaliptos,-23.61,-46.6686,16,22808,5,56,35,REABASTECER,39,2018-04-30,59,15960
17,27,Consolação,-23.5581,-46.6606,8,114839,62,26,5,REABASTECER,2,2018-09-22,65,2422
33,43,Tamanduateí,-23.5929,-46.5897,43,51610,23,77,35,NORMAL,41,2019-03-07,31,3307
22,9,Consolação,-23.5581,-46.6606,21,114430,46,86,15,NORMAL,38,2019-11-27,37,2847
35,32,Tamanduateí,-23.5929,-46.5897,21,49849,49,1,43,REABASTECER,28,2018-08-05,30,3095
23,41,Hospital São Paulo,-23.5984,-46.6455,23,25106,10,86,21,NORMAL,13,2019-10-06,34,16932
13,28,Sé,-23.55,-46.6333,31,194742,10,52,37,REABASTECER,39,2018-09-03,8,3843
27,22,Tamanduateí,-23.5929,-46.5897,37,51028,20,67,31,NORMAL,12,2019-09-13,23,3493
20,19,Paraíso,-23.57677,-46.63933,9,71451,54,52,40,NORMAL,12,2019-04-22,33,472
39,19,Brigadeiro,-23.5683,-46.6482,28,47893,10,40,8,REABASTECER,3,2018-02-03,38,753
14,40,Sé,-23.55,-46.6333,36,191530,40,6,26,REABASTECER,31,2019-03-22,65,4042
22,7,Sé,-23.55,-46.6333,34,192012,57,52,23,NORMAL,28,2019-06-04,65,4114
14,31,Barra Funda,-23.5542,-46.6707,26,148572,7,86,25,NORMAL,5,2018-08-10,36,5260
40,22,Sé,-23.55,-46.6333,11,192183,14,66,27,NORMAL,29,2018-11-14,31,3914
27,6,Tamanduateí,-23.5929,-46.5897,14,53228,51,47,7,REABASTECER,23,2019-06-15,48,3405
43,8,Sé,-23.55,-46.6333,14,192730,29,86,12,NORMAL,26,2019-03-04,65,4024
33,17,Tamanduateí,-23.5929,-46.5897,17,52038,57,73,23,NORMAL,10,2019-10-26,32,3536
23,31,Sé,-23.55,-46.6333,27,191411,32,86,21,NORMAL,18,2018-01-18,12,3618
39,16,Brás,-23.5451,-46.6162,15,70991,24,8,28,REABASTECER,43,2018-03-17,65,4397
30,39,Trianon-Masp,-23.5634,-46.6544,7,45086,55,50,29,NORMAL,32,2019-08-19,41,2029
43,18,Brás,-23.5451,-46.6162,10,72632,19,37,7,NORMAL,12,2018-12-19,12,4669
5,31,Brás,-23.5451,-46.6162,22,71489,6,36,9,REABASTECER,16,2018-12-29,16,4679
25,43,Sé,-23.55,-46.6333,5,191967,45,34,38,REABASTECER,43,2019-09-05,20,4205
15,24,Brás,-23.5451,-46.6162,30,73547,26,86,27,NORMAL,35,2019-05-20,20,4820
41,30,Consolação,-23.5581,-46.6606,22,111815,56,5,28,REABASTECER,15,2018-05-28,27,2308
9,43,Brás,-23.5451,-46.6162,1,73421,43,17,32,REABASTECER,21,2019-08-07,16,4897
31,35,Barra Funda,-23.5542,-46.6707,3,148883,54,31,29,NORMAL,30,2018-01-15,46,5055
29,37,Brás,-23.5451,-46.6162,38,74278,47,15,37,REABASTECER,1,2018-10-10,26,4600
28,10,Brás,-23.5451,-46.6162,35,72421,56,22,38,REABASTECER,43,2018-12-12,1,4662
33,16,Consolação,-23.5581,-46.6606,22,111987,56,54,32,NORMAL,10,2019-07-19,65,2719
43,33,Barra Funda,-23.5542,-46.6707,33,146999,8,45,27,REABASTECER,18,2018-09-19,44,5299
34,11,Brás,-23.5451,-46.6162,8,73652,10,52,25,NORMAL,15,2019-03-14,28,4754
31,8,Tatuapé,-23.5402,-46.5765,28,70535,55,70,43,NORMAL,43,2018-05-07,27,5887
26,28,Tatuapé,-23.5402,-46.5765,23,67707,20,18,37,NORMAL,14,2019-05-22,33,6262
4,19,Sé,-23.55,-46.6333,25,193845,53,7,18,REABASTECER,21,2018-08-04,27,3814
38,39,Tatuapé,-23.5402,-46.5765,27,69609,55,49,13,NORMAL,36,2018-07-11,10,5951
37,39,República,-23.5436,-46.6434,43,109018,27,7,40,REABASTECER,26,2018-04-09,65,6579
26,11,Brás,-23.5451,-46.6162,10,72243,9,68,15,REABASTECER,33,2018-03-20,48,4400
33,37,Barra Funda,-23.5542,-46.6707,9,147192,57,39,35,NORMAL,32,2018-01-14,54,5054
43,16,Faria Lima,-23.5675,-46.6929,23,53648,14,1,31,REABASTECER,26,2019-10-08,57,8558
16,18,Pinheiros,-23.5664,-46.703,16,78877,4,24,28,REABASTECER,7,2018-09-05,59,8885
8,32,Pinheiros,-23.5664,-46.703,30,76294,23,2,19,NORMAL,4,2019-03-30,15,9090
24,36,Barra Funda,-23.5542,-46.6707,11,149210,42,32,15,NORMAL,41,2019-09-02,50,5642
5,11,Faria Lima,-23.5675,-46.6929,12,52559,29,25,35,REABASTECER,27,2019-09-27,4,8547
28,26,Pinheiros,-23.5664,-46.703,34,78634,50,21,43,REABASTECER,4,2019-11-03,32,9303
43,42,Pinheiros,-23.5664,-46.703,20,77636,21,74,12,REABASTECER,3,2019-12-22,7,9352
2,23,Tatuapé,-23.5402,-46.5765,13,69900,48,27,7,REABASTECER,22,2019-06-09,41,6279
21,14,Butantã,-23.5844,-46.7252,40,67859,65,65,17,NORMAL,26,2018-09-24,26,9624
8,11,Butantã,-23.5844,-46.7252,32,66074,24,4,31,NORMAL,15,2019-04-17,61,9827
43,32,Butantã,-23.5844,-46.7252,37,64405,59,8,18,REABASTECER,43,2019-11-30,65,10050
5,43,Fradique Coutinho,-23.5661,-46.6841,21,33171,17,50,3,REABASTECER,7,2019-09-12,11,10692
31,12,Luz,-23.5365,-46.6332,17,124909,54,86,15,REABASTECER,6,2018-06-16,37,10966
33,16,Higienópolis-Mackenzie,-23.5488,-46.6519,17,89935,14,78,41,NORMAL,28,2018-11-23,65,7523
7,26,Fradique Coutinho,-23.5661,-46.6841,26,36078,55,48,40,NORMAL,40,2019-02-28,41,10498
18,25,Luz,-23.5365,-46.6332,34,126163,37,16,13,NORMAL,8,2018-05-26,40,10946
24,28,Luz,-23.5365,-46.6332,9,124964,55,28,19,NORMAL,34,2018-09-28,51,11068
14,27,Faria Lima,-23.5675,-46.6929,9,53151,45,17,38,NORMAL,41,2019-02-21,65,8331
23,36,Ana Rosa,-23.5813,-46.6383,28,67348,20,68,12,NORMAL,40,2019-08-06,28,12096
34,19,Luz,-23.5365,-46.6332,18,126897,41,62,11,NORMAL,18,2019-12-11,51,11501
43,42,Ana Rosa,-23.5813,-46.6383,40,64752,8,36,18,NORMAL,43,2018-02-12,40,11562
24,7,Brooklin,-23.6263,-46.6878,19,29340,65,68,13,NORMAL,3,2018-11-26,29,14726
30,27,Campo Belo,-23.6188,-46.6823,13,24918,15,7,18,REABASTECER,13,2018-04-07,65,15217
28,2,Brooklin,-23.6263,-46.6878,41,28923,9,14,12,REABASTECER,29,2019-04-29,8,14879
16,30,Brooklin,-23.6263,-46.6878,8,28720,57,41,4,REABASTECER,32,2019-08-20,40,14990
15,41,Campo Belo,-23.6188,-46.6823,9,26749,60,54,15,NORMAL,24,2019-04-15,46,15585
15,41,Campo Belo,-23.6188,-46.6823,22,23272,57,29,9,NORMAL,38,2019-01-29,38,15509
28,31,Eucaliptos,-23.61,-46.6686,28,24574,42,24,41,NORMAL,37,2019-02-17,38,16247
9,42,Campo Belo,-23.6188,-46.6823,15,23532,56,51,43,REABASTECER,1,2018-09-01,38,15361
29,43,Eucaliptos,-23.61,-46.6686,35,21672,47,62,20,NORMAL,20,2018-06-04,17,15994
43,4,Campo Belo,-23.6188,-46.6823,11,23863,34,35,17,REABASTECER,28,2019-09-20,27,15740
15,32,Moema,-23.5489,-46.6388,27,18706,16,86,35,NORMAL,24,2018-05-23,25,16703
43,10,Moema,-23.5489,-46.6388,43,18722,50,69,7,NORMAL,10,2018-06-29,43,16739
40,10,Eucaliptos,-23.61,-46.6686,5,23821,45,24,17,REABASTECER,38,2019-10-09,14,16479
14,29,Hospital São Paulo,-23.5984,-46.6455,19,27656,65,62,15,REABASTECER,5,2019-10-08,19,16934
16,27,Eucaliptos,-23.61,-46.6686,15,24660,33,53,5,REABASTECER,43,2018-05-27,65,15987
30,25,Hospital São Paulo,-23.5984,-46.6455,11,26124,65,5,16,NORMAL,21,2019-11-08,11,16964
4,32,Paraíso,-23.57677,-46.63933,24,73301,16,18,13,REABASTECER,38,2018-02-13,33,43
14,39,Hospital São Paulo,-23.5984,-46.6455,43,25133,20,44,13,REABASTECER,5,2019-08-26,40,16892
26,12,Paraíso,-23.57677,-46.63933,12,72540,46,54,39,NORMAL,20,2018-02-18,65,48
16,9,Paraíso,-23.57677,-46.63933,28,73146,36,28,15,REABASTECER,37,2018-04-14,1,104
41,8,Paraíso,-23.57677,-46.63933,32,70974,60,6,34,NORMAL,25,2019-09-20,56,620
34,32,Paraíso,-23.57677,-46.63933,27,70677,50,30,11,NORMAL,4,2018-12-18,19,348
43,16,Paraíso,-23.57677,-46.63933,5,71617,11,8,11,REABASTECER,30,2019-05-07,65,487
16,10,Paraíso,-23.57677,-46.63933,17,70201,37,34,36,NORMAL,12,2019-05-22,18,502
43,43,Brigadeiro,-23.5683,-46.6482,34,46398,21,43,43,NORMAL,43,2018-09-05,40,965
15,41,Paraíso,-23.57677,-46.63933,15,73645,39,51,30,NORMAL,43,2018-04-02,21,92
32,18,São Joaquim,-23.5618,-46.6389,33,36181,11,14,39,NORMAL,16,2019-11-17,65,12917
7,28,São Judas,-23.6255,-46.6411,35,14500,27,12,7,NORMAL,14,2018-01-19,9,12979
27,34,São Joaquim,-23.5618,-46.6389,40,32639,11,75,12,NORMAL,27,2019-03-08,31,12668
10,18,São Judas,-23.6255,-46.6411,10,14684,14,47,7,NORMAL,14,2019-01-03,60,13323
20,43,Fradique Coutinho,-23.5661,-46.6841,7,35737,65,46,43,NORMAL,7,2019-01-24,24,10464
14,13,São Judas,-23.6255,-46.6411,24,17153,62,10,15,NORMAL,27,2018-02-07,10,12997
9,9,Fradique Coutinho,-23.5661,-46.6841,21,33903,28,78,43,REABASTECER,6,2019-11-19,1,10759
37,14,Luz,-23.5365,-46.6332,30,126837,65,26,5,NORMAL,17,2018-04-28,43,10918
19,43,Luz,-23.5365,-46.6332,14,125359,18,66,15,NORMAL,27,2019-02-24,28,11214
35,4,Luz,-23.5365,-46.6332,37,127097,12,40,16,NORMAL,7,2019-05-26,65,11306
18,3,Vila Mariana,-23.5895,-46.6346,26,24568,40,16,15,NORMAL,14,2019-07-30,65,14250
22,24,Vila Mariana,-23.5895,-46.6346,11,22635,27,36,5,REABASTECER,29,2018-02-21,44,13731
22,37,Brooklin,-23.6263,-46.6878,22,27014,5,6,39,REABASTECER,38,2018-09-01,37,14641
33,23,Ana Rosa,-23.5813,-46.6383,30,64405,7,15,11,REABASTECER,13,2018-09-17,17,11777
19,43,Brooklin,-23.6263,-46.6878,31,26263,24,66,21,REABASTECER,43,2019-01-18,1,14778
5,18,Brooklin,-23.6263,-46.6878,27,27866,37,26,35,REABASTECER,19,2019-08-13,25,14983
43,15,Brooklin,-23.6263,-46.6878,38,29699,37,86,26,NORMAL,16,2019-08-24,16,14994
5,33,São Joaquim,-23.5618,-46.6389,26,35691,47,73,39,NORMAL,36,2018-08-11,12,12461
28,9,Campo Belo,-23.6188,-46.6823,18,23245,16,86,22,NORMAL,39,2019-04-12,65,15582
22,31,São Joaquim,-23.5618,-46.6389,39,36456,2,67,8,REABASTECER,22,2019-03-09,25,12669
23,21,São Joaquim,-23.5618,-46.6389,24,34309,9,53,16,NORMAL,18,2019-05-14,17,12734
7,32,São Joaquim,-23.5618,-46.6389,33,32932,31,77,13,NORMAL,24,2019-11-02,35,12902
12,43,Eucaliptos,-23.61,-46.6686,14,23719,27,86,4,NORMAL,29,2018-09-05,34,16085
5,43,Eucaliptos,-23.61,-46.6686,18,21653,21,40,43,NORMAL,26,2019-06-19,36,16369
8,6,Eucaliptos,-23.61,-46.6686,43,22318,65,43,4,REABASTECER,32,2019-11-23,40,16523
15,32,Moema,-23.5489,-46.6388,40,20478,28,78,23,NORMAL,14,2018-01-29,65,16589
22,8,Eucaliptos,-23.61,-46.6686,35,23011,52,49,24,NORMAL,25,2018-04-22,44,15952
26,41,Eucaliptos,-23.61,-46.6686,26,23757,56,14,31,NORMAL,37,2018-12-01,40,16171
8,29,Moema,-23.5489,-46.6388,17,19185,34,63,10,NORMAL,43,2018-10-04,17,16834
13,8,Eucaliptos,-23.61,-46.6686,22,23112,38,57,7,NORMAL,34,2019-06-17,47,16367
8,6,São Judas,-23.6255,-46.6411,37,16580,4,79,18,NORMAL,24,2018-10-08,59,13238
26,6,Paraíso,-23.57677,-46.63933,22,70458,54,73,40,REABASTECER,11,2018-03-30,36,90
43,41,Paraíso,-23.57677,-46.63933,21,71118,65,77,21,NORMAL,29,2019-03-14,35,434
15,5,Hospital São Paulo,-23.5984,-46.6455,3,25267,42,54,41,REABASTECER,5,2019-11-12,49,16968
43,36,Vila Mariana,-23.5895,-46.6346,40,21209,27,40,4,REABASTECER,37,2019-12-16,19,14386
40,12,Brigadeiro,-23.5683,-46.6482,36,45975,47,67,17,NORMAL,17,2019-10-04,27,1354
20,13,Consolação,-23.5581,-46.6606,21,113070,24,68,23,NORMAL,9,2018-11-27,40,2487
19,21,Consolação,-23.5581,-46.6606,41,111912,44,79,24,NORMAL,43,2019-08-22,41,2752
6,37,Consolação,-23.5581,-46.6606,23,111784,4,86,15,NORMAL,10,2018-01-19,59,2179
22,3,Fradique Coutinho,-23.5661,-46.6841,27,34690,49,63,13,REABASTECER,20,2019-10-24,55,10734
3,43,Luz,-23.5365,-46.6332,36,127407,42,11,29,NORMAL,20,2018-12-18,27,11148
24,25,Luz,-23.5365,-46.6332,36,127531,31,51,25,NORMAL,10,2018-02-18,58,10848
38,33,Fradique Coutinho,-23.5661,-46.6841,43,35967,40,45,18,NORMAL,23,2019-02-11,43,10481
11,27,Luz,-23.5365,-46.6332,38,126734,34,66,5,REABASTECER,37,2018-06-09,18,10959
3,8,Luz,-23.5365,-46.6332,32,126558,35,86,25,NORMAL,19,2019-07-15,11,11355
22,24,Luz,-23.5365,-46.6332,12,123907,14,9,9,NORMAL,21,2019-03-26,65,11246
13,43,Ana Rosa,-23.5813,-46.6383,25,64037,37,58,37,NORMAL,35,2018-09-22,44,11782
19,23,Ana Rosa,-23.5813,-46.6383,24,66011,17,62,38,NORMAL,16,2018-02-19,47,11569
43,26,Ana Rosa,-23.5813,-46.6383,20,66543,6,86,5,NORMAL,43,2018-01-10,65,11530
32,38,Ana Rosa,-23.5813,-46.6383,7,64153,24,49,34,NORMAL,43,2019-05-09,38,12009
39,26,São Joaquim,-23.5618,-46.6389,28,33904,34,75,34,NORMAL,15,2018-09-16,34,12496
13,9,Ana Rosa,-23.5813,-46.6383,30,66882,58,17,15,NORMAL,24,2019-05-03,15,12003
12,31,São Joaquim,-23.5618,-46.6389,27,33343,28,76,22,NORMAL,43,2019-02-13,14,12643
31,31,São Joaquim,-23.5618,-46.6389,34,36123,7,61,13,REABASTECER,13,2019-08-02,36,12812
32,6,São Joaquim,-23.5618,-46.6389,30,34641,48,71,11,REABASTECER,23,2018-06-29,36,12419
21,36,São Joaquim,-23.5618,-46.6389,32,32592,27,61,31,NORMAL,43,2018-10-20,65,12530
3,33,São Judas,-23.6255,-46.6411,39,14772,43,11,35,REABASTECER,43,2019-12-28,65,13678
20,32,Vila Mariana,-23.5895,-46.6346,23,24608,40,27,21,REABASTECER,28,2018-06-02,5,13832
43,43,Vila Mariana,-23.5895,-46.6346,36,21563,36,37,27,NORMAL,8,2019-01-20,27,14060
32,41,Vila Mariana,-23.5895,-46.6346,12,23248,27,86,18,NORMAL,31,2018-03-22,24,13762
26,40,Vila Mariana,-23.5895,-46.6346,43,22735,21,86,6,REABASTECER,11,2019-10-20,50,14330
5,37,Fradique Coutinho,-23.5661,-46.6841,9,33494,55,86,29,REABASTECER,43,2018-03-03,25,10143
23,26,Fradique Coutinho,-23.5661,-46.6841,30,36158,17,75,40,NORMAL,39,2018-06-10,61,10240
39,11,Fradique Coutinho,-23.5661,-46.6841,33,34876,14,43,11,NORMAL,7,2019-04-11,26,10541
12,43,Campo Belo,-23.6188,-46.6823,19,24091,55,15,17,NORMAL,34,2019-06-22,34,15652
11,40,Campo Belo,-23.6188,-46.6823,36,25601,58,9,24,REABASTECER,43,2019-08-26,56,15716
25,37,Brooklin,-23.6263,-46.6878,25,26367,65,45,12,NORMAL,39,2019-08-29,47,14999
6,9,Luz,-23.5365,-46.6332,18,125199,4,4,6,NORMAL,32,2018-02-23,22,10853
11,35,Campo Belo,-23.6188,-46.6823,7,24641,33,77,35,NORMAL,40,2018-05-04,65,15244
